"TST","Usage_quadratic","Usage_num_int_all","Usage_median_duration","Usage_num_int_5","Usage_num_int_530","Usage_num_int_30","TWT","TNST","Nonusage_quadratic","Nonusage_num_int_all","Nonusage_median_duration","Nonusage_num_int_5","Nonusage_num_int_530","Nonusage_num_int_30","user_id","Mean_flour","PA_PANAVA","NA_PANAVA","VA_PANAVA"
15633.3425000906,0.0873692335322801,80.5,27.4754999876022,73.5,6.5,1.5,16.7333333333333,46694.0950001478,0.050346488946789,73,221.433750092983,39.5,25.5,6.5,590,6.5,4.5,4.25,5.5
10394.2760000229,0.156795214040932,42.5,34.8700001239777,37,5,1,16.3916666666667,47751.7160000801,0.0731103657062316,43.5,434.0625,19,23.5,6,600,3.75,2.25,3.5,5
36307.4820005894,0.0995684535678821,55.5,125.807999968529,39.5,12,5,17.5,24953.9439998865,0.0574148264012311,56.5,160.733000099659,32,18.5,3.5,603,3.625,1.75,6,1
11738.5109977722,0.060025401357219,93,18.7039999961853,88,6,0,18.0833333333333,52660.1579996347,0.0243163373568767,115,182.589750051498,70.5,42,4.5,605,4.75,3.25,3.75,5
14335.3585004807,0.0859418876453179,81,22.477499961853,69.5,8,1.5,15.25,40627.9800000191,0.0446682638951204,80.5,164.161750078201,49,24,7,608,6.5,5.5,3.5,6.5
16412.5460000038,0.0809628630666714,38,151.022000074387,27,9,3,18.05,47922.7409995794,0.09790658597306,39,250.389249920845,22.5,11.5,8,609,5.375,4.5,2.75,5.5
15874.5599994659,0.0743093460524764,26,439.259999990463,2,20,1,15.9,45208.1419999599,0.125388436784428,22,1134.64299988747,5,7,8,613,2.875,3.5,6,2
14133.4689993858,0.090230789276279,109,13.1289999485016,101,8,2,15.25,42364.186000824,0.0252880732307763,105,230.085000038147,60,38,2,616,6.375,5.25,2.5,6.5
23294.5874986649,0.0584896953007158,75,60.0955000519753,56,15,2.5,15.8,42804.8769979477,0.0587113678845134,75,187.962999820709,42,22,5,620,2.75,2.25,5,2.5
9655.16100120544,0.135375835697407,87,13.7295000553131,77,5,1,16.5,49306.5439984798,0.100107428624177,77.5,146.344999909401,55,16.5,6.5,621,5.125,5,3,6.5
8954.17299795151,0.03792304939138,251,6.90249979496002,247,7,0,17.1666666666667,50532.2110009193,0.0132840985350478,252,116.551499962807,205,34,2,622,4.75,2.5,5.5,3
5589.77399921417,0.153933620435961,16.5,168.138500094414,11,5,0,16.625,46708.9284999371,0.129655821304787,17,1382.50499993563,4.5,6,7,633,4,2.5,4,2
20082.2380001545,0.10412768888842,42,132.103500008583,30,11,2,16.4916666666667,40016.0250006914,0.0766401451805059,42.5,355.684500038624,19,16,7,634,4.25,2.75,2.75,4
28461.6310002804,0.111767249700161,65,16.7175000905991,54,10,4.5,16.3333333333333,32625.7080001831,0.0663641952600283,64,180.289999842644,35,18,4,637,6,5,3,6
8387.94500041008,0.0589115096490459,39,80.1249998807907,30,10,0,16.8333333333333,52785.2820005417,0.157497691263216,38,359.811000108719,15,11,7,642,4.25,4,3.75,4.5
18712.2039994001,0.0992388051713195,101.5,15.4032501578331,89.5,10,3,16.6666666666667,41899.4549996853,0.0516147963452498,101,72.6594998836517,76,23,6,644,4.5,3,5,3
17867.9214988947,0.0569160849808844,73,52.6437499523163,60.5,13,1.5,15.65,36333.1660001278,0.0662251608702573,69,144.458999872208,45,21,4,645,4.625,4.5,3.25,5
17655.9340003729,0.0830620281851811,182,11.1197499036789,172.5,9.5,1,16.375,41790.469001174,0.0247073212655644,183,95.1944998502731,154.5,30,2,647,5.375,3.5,6,1.5
9542.36899900436,0.0998384584464981,46,31.8475000858307,41,8,1,15.2166666666667,44554.9679989815,0.0654079572260702,55,218.757999897003,35,13,6,654,5,4,3,6
1557.01850032806,0.210613237431007,33,5.81475001573563,29,2,0,16,55426.0169997215,0.0886575393563889,32.5,958.159000039101,6,16,8.5,664,5.625,4.5,3.5,5.5
5128.99400043488,0.106030041531529,60,15.3967500329018,57,3,0,16.7583333333333,55275.1474983692,0.0473340007028687,61,374.226500034332,28,26,9,668,5.125,5,2.75,5.5
15055.6120007038,0.0783247092114216,51,68.9479999542236,39,10,1.5,17.7833333333333,49022.0120000839,0.0600667434213832,51,420.310000061989,22,19,8,674,4.25,1.75,2.5,3.5
7648.75850081444,0.0837504896584755,64.5,15.5490000247955,57,7,0,16.1666666666667,49537.063000679,0.0397786988520934,65,328.237999916077,33,25,7,676,5.125,5,2.75,5.5
16609.378498435,0.130508767255133,83.5,21.9294999241829,74,7,3,16,40990.621501565,0.0520906257006239,84.5,142.537750065327,52,27.5,4,678,4.625,4.5,4.25,4
17249.3139994144,0.0787592231598879,78,33.7690000534058,67,8,1,16.1166666666667,35704.9409990311,0.0586433682405758,70,170.456000089645,49,24,5,681,3.5,4,4.25,4
18819.8159999847,0.129661610521597,27.5,355.666500031948,7,18.5,2,17,42747.8979996443,0.0823412773475424,28.5,717.384999871254,7,11,8,687,5.25,4.25,3.75,4
8635.31499886513,0.143316719380033,29,59.7130002975464,21,6,1,16.6666666666667,51594.1705009937,0.114158033393068,31.5,632.843999922276,11.5,8,7.5,691,6.625,4.75,2,6.5
6553.24450016022,0.0909873662950603,49.5,20.3262499570847,41,7,0,16.9166666666667,53016.2269978523,0.0537225193238775,48,424.59700012207,24,19,10,693,5.75,5,2.75,5.5
14534.6629993916,0.0222569596343806,163.5,34.550999879837,155,10,0,17.525,45868.3819994926,0.0207403255268322,164.5,138.409250080585,120.5,43.5,3,696,5,3.5,4.75,3
19586.0134993792,0.0344218934366972,132.5,40.8494999408722,110,20.5,0.5,17.25,42760.5620002747,0.0416207695489484,126,109.790999889374,87,34,4,697,5.5,4.5,2,5
14335.1529994011,0.0895155707084468,97,18.6209999322891,79,9,2,17.75,50175.1105002165,0.058408238291836,86.5,201.621999979019,52,32,4.5,789,4.875,3.75,4.5,4
10009.1010012627,0.0860468361716967,78,11.2770000696182,67,7,1,16.5833333333333,47708.3389987946,0.0682882856047161,74,194.982499957085,43,23,5,790,4.375,3.75,3.5,2
10175.5099999905,0.135034719356857,24,89.5909998416901,20,6,1,15.8333333333333,46808.2269995213,0.132791941671199,30,312.795750021935,13.5,7,8,792,2,2,6.5,1
7450.43450021744,0.122927125858183,43.5,43.5057500600815,35,4,0,16.9583333333333,54266.2110000849,0.0542723531122443,44.5,718.509750068188,12.5,23,9,805,5.75,6,3.75,5.5
17394.7870001793,0.146392708301065,13,726.130999803543,5,3,6,17.05,37441.9290008545,0.169357176251672,13,1601.67250001431,3,4,7,811,6,4.75,3,5
15470.0280013084,0.0822299673406504,55,72.0010001063347,43,10,1,17.9333333333333,49925.2380003929,0.0534964388401073,56,395.084500014782,24,26,6,813,6.25,4.75,3.25,5.5
16589.3819997311,0.0408195457038137,105,32.9074999094009,88,14,1,18.1,49470.6180002689,0.0370993154246599,106,153.529500126839,72,35,5,815,5.25,3.75,3.75,5
12497.9779984951,0.0838875395916423,68,34.4094998836517,53,9,1,16.9333333333333,46003.0815002918,0.0462129778322223,69.5,317.153500080109,34,31,6,821,3.5,2.5,4,2.5
17409.6209976673,0.0646482934981565,65,58.0995000600815,47,15,1,17.4333333333333,44338.4249992371,0.0452516960305073,66,352.239500045776,28,30,5,822,4.75,2.75,5,2.5
21132.7880005836,0.173715707912565,20,520.828999996185,8,9,4,16.75,39539.8729996681,0.116697115050171,20,1431.71249985695,5,6,8,823,4.5,4,2.75,4
39090.5149989128,0.0606579053119739,81,82.1174999475479,63,16,6,17.1583333333333,21765.2145004272,0.0661823174000091,80,32.4230000972748,59.5,14.5,2,824,4.375,3,5.25,2.5
7605.98199975491,0.0419397686884562,103.5,19.4969999790192,98.5,4.5,0,17.1333333333333,53351.8239991665,0.0298649308318797,104.5,249.166750013828,55,39,5.5,825,6.25,5.5,2.5,6
4659.86049985886,0.185670357600513,31,32.4432500600815,24.5,3,0,15.2916666666667,48446.3270002604,0.0931704710011322,32,620.730250060558,10.5,13,8,826,5.625,3,4,3.5
20624.3100001812,0.0656433966744725,44.5,221.902250051498,26,16.5,2.5,16.8166666666667,39740.1879994869,0.0761890488429807,44,372.434000015259,22,19,6,827,5.375,4.25,3.5,5.5
4799.97799992561,0.126065527833042,40,13.4390001296997,36,5,0,14.875,49071.247500062,0.0782413265847295,35,936.463750004768,10,17,9.5,829,5.5,5,2,6
5456.12250041962,0.111927736251977,27.5,95.1885001063347,21,7,0,18.0166666666667,57182.5309995413,0.117629687064244,26,771.710999965668,8.5,8.5,9,830,4.625,2.75,4,3.5
10113.5204995871,0.202286694468664,24,70.1399999260902,18.5,4,2,15.9333333333333,45619.4029998779,0.130194156160919,25,900.569000005722,8,9,7,831,6.125,4.25,4.25,3.5
11493.9805008173,0.103731781317765,83.5,13.62399995327,74.5,7,2,16.0416666666667,45448.4264993668,0.0494877531924373,84.5,183.763000130653,52.5,24,6,833,5.125,4.5,2.25,5
14284.2345000505,0.0903391054685904,30.5,183.966749966145,17,11.5,1.5,17.5,48445.0624998808,0.0769200354218786,31.5,783.386000037193,8.5,12,11,836,5.375,4.75,3,5.5
10590.1855000257,0.0483345551220333,111.5,26.6784999370575,101,8,0,15.5833333333333,47055.2470002174,0.0335735286737375,111,148.765999794006,74,31,3,837,6.25,6.25,1.75,6.5
4411.02399992943,0.0901038292807035,25,97.3299999237061,21,3,0,16.75,55590.4874994755,0.0838898740165447,25.5,1357.24950003624,5,9.5,10.5,838,5.375,4.5,3.5,4.5
2478.57499957085,0.140713132914896,51,7.89699983596802,51,1,0,16.1,55604.0054985285,0.0390128270779599,51.5,715.004749953747,17.5,24,9.5,841,4,3.5,3.75,4
5103.30800008774,0.160173816438536,17.5,180.744000017643,14,5.5,0,15.1666666666667,48462.9000003338,0.149523107564611,18,1148.51049995422,5,6,7,842,3.375,4,3.25,5.5
4566.34700059891,0.199453779841595,11,219.09299993515,6,5,0,16.7,48415.6280002594,0.239798482065478,12,2882.26549994946,2,2,5,843,4.125,4,3.5,4
7032.81699824333,0.0838345885787667,89.5,19.5070000886917,81.5,5.5,0,16.6666666666667,53882.1909999847,0.0342369530410423,82,344.303250074387,36.5,34,6.5,848,7,6,2,6.5
21128.3209979534,0.0514788036010252,117,21.9089999198914,96,18,3,16.05,36117.9135006666,0.028416395300684,112.5,162.972999989986,76,24.5,2.5,850,5.25,4,3.5,6
22235.4060001373,0.121203039195264,46,75.7860000133514,31,9,3,16.6166666666667,37693.1830003262,0.105051852152199,47,208.443499922752,26,15,5,852,5.625,4.25,3.25,5.5
14513.827999115,0.102782180491622,40,89.6680002212524,29,9,2,17.0833333333333,46283.5895009041,0.12812135188409,39,216.141500115395,21,11.5,7,854,5.125,4.5,3,5.5
14598.9434995651,0.0536007630113741,87,40.7362499833107,71.5,12.5,0.5,16.7333333333333,44736.550999403,0.0322112318602321,88,197.158749938011,53,27,5.5,855,3.375,3.25,5.75,2.5
10393.9930000305,0.0603349253176781,54,74.8320000171661,50,9,0,19.1333333333333,54373.6045005322,0.0642862151394026,55,424.26650005579,23.5,23,9,861,5.625,4.25,1.75,7
8161.45050132275,0.0438721881945172,80,40.8347500562668,69.5,7.5,0,17.0166666666667,49978.8029985428,0.0434478017752811,77,292.995499968529,37,29,7,866,4.125,4.25,4.25,5
15414.1615003347,0.101161067166644,35.5,136.630499958992,22.5,10,2,17.5833333333333,49142.8949995041,0.0841021249132749,34,736.114000082016,9,17,8,868,4.875,5.25,5,2.5
8723.27499985695,0.241997460687358,41,23.3269999027252,35,3,1,15.8166666666667,48216.7250001431,0.148108932696093,42,58.0159997940063,30,7,8,869,4.75,3,4,3.5
13374.6795005798,0.0909098023831647,54.5,125.481500029564,44.5,8,2,17.0916666666667,47829.2334990501,0.0401550939086565,55.5,481.824000000954,19,31.5,6,871,6.375,6,2,6.5
19622.8469977379,0.0936090868477624,65,99.6004999876022,49,8,3,19.4,43182.1800014973,0.0585464874911707,66,239.907499909401,34,20,8,872,2.875,1.5,6.75,1
23287.6200010777,0.110496867209136,36,196.930000066757,29,8,2,15.7833333333333,36565.505001545,0.0980015715741039,36,498.468000173569,13,14,7,876,4.875,3,4.75,3
11922.0670003891,0.167848592837115,17,72.3454999923706,11,4,3,16.2,46560.7969999313,0.140218624617304,18,1105.66449987888,5.5,5.5,7,878,5.25,4,3.25,5.5
13345.1355011463,0.0365723052947834,154.5,24.6692499518394,148,7.5,0,16.6,48033.7485013008,0.0242489324151456,137,121.356000006199,99,40,4,879,6.625,5.25,3.75,4.5
16585.2219984531,0.0725406849432167,52,47.8110001087189,38,13,2,17.0833333333333,44398.8179974556,0.0517072689261852,53,409.651000022888,23,24,7,886,5.625,5,3.75,6
12058.1505006552,0.136312531818653,84,10.6424999237061,74.5,8,1,17.0333333333333,50307.0830006599,0.0461393508666654,84,227.029000043869,51,26,8,888,6.375,5.75,1.5,7
5744.43850052357,0.165346360579826,23,71.5577499866486,17.5,4,1,16.6333333333333,53785.8599996567,0.12793275068582,24,1190.47499990463,5,9,9,891,5,3.75,4.5,4
4979.50750005245,0.171285361935443,24,49.9037498831749,20.5,3,0,17.3333333333333,55576.9319995642,0.0935547802629536,25,1251.29100006819,5.5,10.5,11,892,5.125,3.75,3.75,4.5
68262.5564998388,0.380449961720077,15,304.940750002861,8.5,4,5,20,5929.67900037766,0.220824553641794,13,176.105999946594,8,2,1,893,3.5,3.5,3.5,4.5
22243.2179996967,0.0671544650579763,72.5,67.3099999427795,53,17.5,3,16.5333333333333,37203.9299995899,0.0350381259155221,71,281.613500118256,36,31,4,898,7,7,1,7
23062.0894994736,0.246036823167213,52.5,25.3989999890327,43.5,6,2.5,14,32579.6039988995,0.148414242866241,53,200.543500065804,31,15,3,899,4.625,4.5,5.25,2.5
5463.34150016308,0.148368323170224,25.5,61.9375,20,5,0,15.4833333333333,48329.1079998016,0.121069480610607,25,410.586000204086,12,6,7,903,5.875,6,2.25,6
4777.23700022697,0.102331407014433,28,81.0989999771118,22,5,0,17.8833333333333,58438.0059996843,0.093028348086793,26.5,1167.65725004673,7,7.5,10.5,905,5.875,4.25,3,6.5
7737.15349924564,0.0984672175034579,95.5,16.6775000095367,92,4,1,16.3833333333333,51570.2129998207,0.0333733664457686,92,347.770999908447,47,45,4,908,5,4.75,3,6
8133.84999930859,0.289568967369104,22.5,58.4122500419617,16,5.5,0.5,16.8666666666667,51272.8910009861,0.0898422739011402,22,1377.95849990845,3,9,9,909,5.375,3.5,5.5,2.5
16520.0119991302,0.061337940508901,121,7.01799988746643,108,15,1,16.6666666666667,40750.7109992504,0.0278170141672886,122,111.802000045776,92,30,4,915,4.75,4.75,3,4
15795.9150002003,0.10136776710269,145,16.2285000085831,134.5,7,1.5,17.75,55499.7880012989,0.0330152188527725,117,171.610000133514,73,41,7,923,5,3.25,4.25,4.5
23974.3049998283,0.112137121893185,53,46.7009998559952,42,9,4,18.075,37175.3150001764,0.071320808042456,51.5,252.929999947548,27,19.5,5,930,4.125,3.75,4,3
10275.3559999466,0.105380845095745,45.5,48.93850004673,37.5,8.5,1,16.6666666666667,51686.1369991302,0.0568157294038011,46,459.098999977112,20,17,12,932,6.125,6,1.5,6.5
25920.5130002499,0.0905098396719295,129,8.52300000190735,107,13,4,17.0166666666667,36257.3694986105,0.0378224039315065,124.5,140.053499996662,87,33.5,3,935,5.75,5,3,6.5
8985.48700141907,0.0707740610536051,65,21.2869997024536,57,5,0,16.6333333333333,52251.4370002747,0.0350712930963214,66,538.005000114441,23,35,7,938,6.25,6,1,5.5
19791.0229995251,0.0574304338288801,39,304.224999904633,15,24,2,14.8083333333333,32889.2430001497,0.0776498807366474,35,443.751500070095,14.5,15,5.5,941,5.625,5,3,5
16597.4255000353,0.155045859549924,29.5,125.431499779224,18.5,6.5,3,15.875,42681.3750002384,0.108818577256094,30.5,528.115000128746,15,7.5,8,946,4.875,3.75,2.75,5.5
26084.8634997606,0.246710529437369,30,161.759000003338,21.5,5.5,2.5,16.875,41812.60049963,0.100242050217131,27.5,874.279250085354,9,10.5,7.5,948,3.5,4.5,4.25,4.5
10184.643999815,0.134745013115709,26,58.1769999265671,18,7,1,17.175,51917.7244998217,0.153170288230799,25.5,898.34425008297,7,11,6.5,954,5,4,3,5
19713.3610005379,0.0678481427540261,77,64.722000002861,64,12,2,18.0833333333333,47162.7509994507,0.0466200276942109,77.5,201.066250085831,44,24,7,956,6,5.75,2,6
14487.3329985142,0.0555816281122757,62,101.766000032425,48,15,1,16.5333333333333,44294.627001524,0.161667546217887,59,169.871000051498,37,17,4,957,5.375,4.25,3.25,5
4456.76000022888,0.117850310744253,30.5,53.9400000572205,26.5,3.5,0,17.675,61497.685000062,0.0913895871506099,36.5,1343.17325001955,8.5,10,10,961,4.5,4.25,4,4.5
21401.0199997425,0.177472120268208,8,2218.00250005722,1.5,0,7,17.7416666666667,42623.8849998713,0.217624839699731,9,2734.08200001717,0.5,2.5,5.5,966,5.5,3.75,3.25,5
16205.3020019531,0.0532384138055434,53,117.53200006485,38,14,1,16.75,45110.0239984989,0.0609819305889274,52.5,299.36075001955,25,18,6.5,968,6.125,6.5,2,6
5366.52800023556,0.270288419299711,11.5,133.927499890327,6,4,1,15.1666666666667,38882.1389992237,0.171214837728908,12,2436.24399995804,1,2,7,969,4.25,4,4,4
8046.8795003891,0.0870534705217068,41.5,72.7799999713898,33.5,7,0,14.5666666666667,44127.1969993114,0.0524690199133862,42,625.483000040054,14,17,9,971,6.5,5.75,1.25,7
6308.05399990082,0.0669993331177529,20,430.979000091553,5,15,0,14.7166666666667,45742.8619999886,0.127220422925294,16,1659.54100000858,3,7,7,973,4.125,2.5,3.25,3.5
14369.2930011749,0.220139305960961,26,82.4479999542236,20,4,2,18.4166666666667,51930.7069988251,0.129536741683844,27,753.018000125885,9,10,8,981,4.375,3,3.25,5
7182.49000072479,0.17022930288644,32,45.5199999809265,27,4,1,15.6666666666667,48921.2380008698,0.143909124896222,33,392.733999967575,13,13,5,985,6.625,6.5,1.75,7
11662.0370001793,0.162378161411374,46,29.1375000476837,39,5,1,17.4333333333333,50540.0370001793,0.0744525545256817,47,445.021499991417,17,17,9,988,4.25,4.75,4.5,5.5
15483.9024996758,0.0595258234754412,77,16.1129999160767,68,16.5,0.5,15.775,46764.2865002155,0.0494527084928399,71.5,131.678499817848,44,23,7,989,6.25,5,2.75,6
2816.94300043583,0.0936771874995833,34.5,45.2502499222755,30.5,3,0,17.0416666666667,57492.4014999866,0.0775253139837337,30.5,1579.19225001335,7.5,11,10,993,5,3.75,5.25,4
23478.381000042,0.0944896218226133,19,683.131500005722,7,10,5,17.775,42486.4869998693,0.133482995505892,19.5,1073.2484999299,3,10.5,7.5,998,4.625,2.75,4.5,3.5
